setting,date,source,indicator_abbr,indicator_name,dimension,subgroup,estimate,se,ci_lb,ci_ub,population,flag,setting_average,iso3,favourable_indicator,indicator_scale,ordered_dimension,subgroup_order,reference_subgroup,whoreg6,wbincome2024,update,dataset_id
Belarus,2005,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,19.45397,NA,7.16442,38.63224,NA,NA,17.5532,BLR,0,100,0,0,0,European,Upper middle income,20 September 2024,rep_gho_ncd
Belarus,2005,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,15.3073,NA,6.46211,27.98035,NA,NA,17.5532,BLR,0,100,0,0,1,European,Upper middle income,20 September 2024,rep_gho_ncd
Belarus,2006,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,19.03582,NA,7.53441,36.67657,NA,NA,17.31166,BLR,0,100,0,0,0,European,Upper middle income,20 September 2024,rep_gho_ncd
Belarus,2006,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,15.2773,NA,6.90621,27.01373,NA,NA,17.31166,BLR,0,100,0,0,1,European,Upper middle income,20 September 2024,rep_gho_ncd
Belarus,2007,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,18.62311,NA,7.9058,34.73542,NA,NA,17.07068,BLR,0,100,0,0,0,European,Upper middle income,20 September 2024,rep_gho_ncd
Belarus,2007,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,15.24394,NA,7.33949,26.10911,NA,NA,17.07068,BLR,0,100,0,0,1,European,Upper middle income,20 September 2024,rep_gho_ncd
Belarus,2008,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,18.21571,NA,8.27711,32.91353,NA,NA,16.82941,BLR,0,100,0,0,0,European,Upper middle income,20 September 2024,rep_gho_ncd
Belarus,2008,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,15.20335,NA,7.75548,25.34522,NA,NA,16.82941,BLR,0,100,0,0,1,European,Upper middle income,20 September 2024,rep_gho_ncd
Belarus,2009,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,17.81445,NA,8.55926,31.03576,NA,NA,16.58876,BLR,0,100,0,0,0,European,Upper middle income,20 September 2024,rep_gho_ncd
Belarus,2009,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,15.15472,NA,8.16294,24.71416,NA,NA,16.58876,BLR,0,100,0,0,1,European,Upper middle income,20 September 2024,rep_gho_ncd
Belarus,2010,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,17.42009,NA,8.88599,29.03631,NA,NA,16.34968,BLR,0,100,0,0,0,European,Upper middle income,20 September 2024,rep_gho_ncd
Belarus,2010,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,15.0994,NA,8.54941,24.03196,NA,NA,16.34968,BLR,0,100,0,0,1,European,Upper middle income,20 September 2024,rep_gho_ncd
Belarus,2011,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,17.03357,NA,9.14115,27.4956,NA,NA,16.11328,BLR,0,100,0,0,0,European,Upper middle income,20 September 2024,rep_gho_ncd
Belarus,2011,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,15.03902,NA,8.88908,23.30269,NA,NA,16.11328,BLR,0,100,0,0,1,European,Upper middle income,20 September 2024,rep_gho_ncd
Belarus,2012,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,16.65607,NA,9.3848,26.36104,NA,NA,15.88073,BLR,0,100,0,0,0,European,Upper middle income,20 September 2024,rep_gho_ncd
Belarus,2012,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,14.9765,NA,9.14448,22.66523,NA,NA,15.88073,BLR,0,100,0,0,1,European,Upper middle income,20 September 2024,rep_gho_ncd
Belarus,2013,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,16.28821,NA,9.62956,24.99125,NA,NA,15.65275,BLR,0,100,0,0,0,European,Upper middle income,20 September 2024,rep_gho_ncd
Belarus,2013,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,14.91333,NA,9.36429,22.05267,NA,NA,15.65275,BLR,0,100,0,0,1,European,Upper middle income,20 September 2024,rep_gho_ncd
Belarus,2014,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,15.93048,NA,9.74495,24.03476,NA,NA,15.43112,BLR,0,100,0,0,0,European,Upper middle income,20 September 2024,rep_gho_ncd
Belarus,2014,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,14.85209,NA,9.51521,21.54325,NA,NA,15.43112,BLR,0,100,0,0,1,European,Upper middle income,20 September 2024,rep_gho_ncd
Belarus,2015,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,15.58442,NA,9.8252,23.12628,NA,NA,15.2186,BLR,0,100,0,0,0,European,Upper middle income,20 September 2024,rep_gho_ncd
Belarus,2015,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,14.7972,NA,9.5984,21.23916,NA,NA,15.2186,BLR,0,100,0,0,1,European,Upper middle income,20 September 2024,rep_gho_ncd
Belarus,2016,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,15.25032,NA,9.79841,22.38909,NA,NA,15.01578,BLR,0,100,0,0,0,European,Upper middle income,20 September 2024,rep_gho_ncd
Belarus,2016,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,14.74941,NA,9.655,21.03149,NA,NA,15.01578,BLR,0,100,0,0,1,European,Upper middle income,20 September 2024,rep_gho_ncd
Belarus,2017,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,14.92817,NA,9.5575,21.91137,NA,NA,14.82203,BLR,0,100,0,0,0,European,Upper middle income,20 September 2024,rep_gho_ncd
Belarus,2017,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,14.70721,NA,9.60102,20.91106,NA,NA,14.82203,BLR,0,100,0,0,1,European,Upper middle income,20 September 2024,rep_gho_ncd
Belarus,2018,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,14.6179,NA,9.20146,21.56615,NA,NA,14.63708,BLR,0,100,0,0,0,European,Upper middle income,20 September 2024,rep_gho_ncd
Belarus,2018,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,14.66983,NA,9.44826,20.91003,NA,NA,14.63708,BLR,0,100,0,0,1,European,Upper middle income,20 September 2024,rep_gho_ncd
Belarus,2019,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,14.32141,NA,8.73769,21.35013,NA,NA,14.46269,BLR,0,100,0,0,0,European,Upper middle income,20 September 2024,rep_gho_ncd
Belarus,2019,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,14.63934,NA,9.22788,21.18187,NA,NA,14.46269,BLR,0,100,0,0,1,European,Upper middle income,20 September 2024,rep_gho_ncd
Belarus,2020,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,14.04053,NA,8.2584,21.50006,NA,NA,14.30047,BLR,0,100,0,0,0,European,Upper middle income,20 September 2024,rep_gho_ncd
Belarus,2020,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,14.61812,NA,8.95238,21.4623,NA,NA,14.30047,BLR,0,100,0,0,1,European,Upper middle income,20 September 2024,rep_gho_ncd
Belarus,2021,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,13.77663,NA,7.6824,21.83207,NA,NA,14.15203,BLR,0,100,0,0,0,European,Upper middle income,20 September 2024,rep_gho_ncd
Belarus,2021,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,14.60821,NA,8.74446,21.89149,NA,NA,14.15203,BLR,0,100,0,0,1,European,Upper middle income,20 September 2024,rep_gho_ncd
Belarus,2022,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,13.52974,NA,7.03067,22.07916,NA,NA,14.01775,BLR,0,100,0,0,0,European,Upper middle income,20 September 2024,rep_gho_ncd
Belarus,2022,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,14.60888,NA,8.4657,22.36173,NA,NA,14.01775,BLR,0,100,0,0,1,European,Upper middle income,20 September 2024,rep_gho_ncd
Belgium,2000,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,52.90873,NA,42.83379,62.9562,NA,NA,47.11114,BEL,0,100,0,0,0,European,High income,20 September 2024,rep_gho_ncd
Belgium,2000,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,41.15554,NA,32.44019,50.14442,NA,NA,47.11114,BEL,0,100,0,0,1,European,High income,20 September 2024,rep_gho_ncd
Belgium,2001,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,51.74725,NA,42.25287,61.1386,NA,NA,46.12365,BEL,0,100,0,0,0,European,High income,20 September 2024,rep_gho_ncd
Belgium,2001,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,40.34508,NA,32.20401,48.75048,NA,NA,46.12365,BEL,0,100,0,0,1,European,High income,20 September 2024,rep_gho_ncd
Belgium,2002,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,50.5818,NA,41.69037,59.33268,NA,NA,45.13155,BEL,0,100,0,0,0,European,High income,20 September 2024,rep_gho_ncd
Belgium,2002,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,39.52923,NA,31.93136,47.46664,NA,NA,45.13155,BEL,0,100,0,0,1,European,High income,20 September 2024,rep_gho_ncd
Belgium,2003,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,49.41338,NA,41.02156,57.69085,NA,NA,44.13411,BEL,0,100,0,0,0,European,High income,20 September 2024,rep_gho_ncd
Belgium,2003,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,38.70518,NA,31.57616,46.15468,NA,NA,44.13411,BEL,0,100,0,0,1,European,High income,20 September 2024,rep_gho_ncd
Belgium,2004,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,48.24262,NA,40.34387,56.07234,NA,NA,43.13163,BEL,0,100,0,0,0,European,High income,20 September 2024,rep_gho_ncd
Belgium,2004,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,37.87318,NA,31.16432,44.88384,NA,NA,43.13163,BEL,0,100,0,0,1,European,High income,20 September 2024,rep_gho_ncd
Belgium,2005,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,47.07059,NA,39.61195,54.39362,NA,NA,42.1223,BEL,0,100,0,0,0,European,High income,20 September 2024,rep_gho_ncd
Belgium,2005,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,37.02864,NA,30.70892,43.72821,NA,NA,42.1223,BEL,0,100,0,0,1,European,High income,20 September 2024,rep_gho_ncd
Belgium,2006,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,45.89804,NA,38.81257,52.98662,NA,NA,41.10525,BEL,0,100,0,0,0,European,High income,20 September 2024,rep_gho_ncd
Belgium,2006,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,36.1698,NA,30.09791,42.53406,NA,NA,41.10525,BEL,0,100,0,0,1,European,High income,20 September 2024,rep_gho_ncd
Belgium,2007,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,44.72721,NA,38.06321,51.52121,NA,NA,40.08052,BEL,0,100,0,0,0,European,High income,20 September 2024,rep_gho_ncd
Belgium,2007,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,35.29429,NA,29.40105,41.39207,NA,NA,40.08052,BEL,0,100,0,0,1,European,High income,20 September 2024,rep_gho_ncd
Belgium,2008,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,43.55851,NA,37.0905,50.11281,NA,NA,39.04655,BEL,0,100,0,0,0,European,High income,20 September 2024,rep_gho_ncd
Belgium,2008,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,34.39809,NA,28.61051,40.2901,NA,NA,39.04655,BEL,0,100,0,0,1,European,High income,20 September 2024,rep_gho_ncd
Belgium,2009,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,42.39282,NA,36.13718,48.87296,NA,NA,38.00319,BEL,0,100,0,0,0,European,High income,20 September 2024,rep_gho_ncd
Belgium,2009,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,33.48042,NA,27.88061,39.21738,NA,NA,38.00319,BEL,0,100,0,0,1,European,High income,20 September 2024,rep_gho_ncd
Belgium,2010,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,41.23095,NA,34.91578,47.78709,NA,NA,36.95263,BEL,0,100,0,0,0,European,High income,20 September 2024,rep_gho_ncd
Belgium,2010,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,32.54503,NA,27.00721,38.30242,NA,NA,36.95263,BEL,0,100,0,0,1,European,High income,20 September 2024,rep_gho_ncd
Belgium,2011,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,40.0751,NA,33.59049,46.80264,NA,NA,35.89895,BEL,0,100,0,0,0,European,High income,20 September 2024,rep_gho_ncd
Belgium,2011,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,31.59782,NA,26.04475,37.39661,NA,NA,35.89895,BEL,0,100,0,0,1,European,High income,20 September 2024,rep_gho_ncd
Belgium,2012,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,38.92822,NA,32.39486,45.87011,NA,NA,34.84847,BEL,0,100,0,0,0,European,High income,20 September 2024,rep_gho_ncd
Belgium,2012,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,30.64836,NA,25.07539,36.63218,NA,NA,34.84847,BEL,0,100,0,0,1,European,High income,20 September 2024,rep_gho_ncd
Belgium,2013,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,37.79457,NA,31.16242,44.85339,NA,NA,33.81041,BEL,0,100,0,0,0,European,High income,20 September 2024,rep_gho_ncd
Belgium,2013,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,29.711,NA,24.05514,35.85355,NA,NA,33.81041,BEL,0,100,0,0,1,European,High income,20 September 2024,rep_gho_ncd
Belgium,2014,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,36.67676,NA,29.76066,44.11322,NA,NA,32.79019,BEL,0,100,0,0,0,European,High income,20 September 2024,rep_gho_ncd
Belgium,2014,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,28.79485,NA,22.91507,35.16119,NA,NA,32.79019,BEL,0,100,0,0,1,European,High income,20 September 2024,rep_gho_ncd
Belgium,2015,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,35.57544,NA,28.38011,43.3756,NA,NA,31.79128,BEL,0,100,0,0,0,European,High income,20 September 2024,rep_gho_ncd
Belgium,2015,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,27.90589,NA,21.82379,34.39647,NA,NA,31.79128,BEL,0,100,0,0,1,European,High income,20 September 2024,rep_gho_ncd
Belgium,2016,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,34.4926,NA,27.00897,42.73374,NA,NA,30.81691,BEL,0,100,0,0,0,European,High income,20 September 2024,rep_gho_ncd
Belgium,2016,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,27.04772,NA,20.76431,33.89235,NA,NA,30.81691,BEL,0,100,0,0,1,European,High income,20 September 2024,rep_gho_ncd
Belgium,2017,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,33.4283,NA,25.57637,42.14209,NA,NA,29.86325,BEL,0,100,0,0,0,European,High income,20 September 2024,rep_gho_ncd
